Ticker,name,sector,opening,closing,high,low
MKC,McCormick & Co.,Consumer Staples,"[['2021-08-02', 84.21]]","[['2021-08-02', 84.09]]","[['2021-08-02', 84.76]]","[['2021-08-02', 83.85]]"
MXIM,Maxim Integrated Products,Information Technology,"[['2021-08-02', 101.06]]","[['2021-08-02', 99.71]]","[['2021-08-02', 102.5]]","[['2021-08-02', 99.51]]"
MCD,McDonald's Corp.,Consumer Discretionary,"[['2021-08-02', 244.24]]","[['2021-08-02', 240.1]]","[['2021-08-02', 244.676]]","[['2021-08-02', 239.69]]"
MCK,McKesson Corp.,Health Care,"[['2021-08-02', 203.84]]","[['2021-08-02', 203.57]]","[['2021-08-02', 204.93]]","[['2021-08-02', 203.14]]"
MDT,Medtronic plc,Health Care,"[['2021-08-02', 131.56]]","[['2021-08-02', 131.26]]","[['2021-08-02', 132.39]]","[['2021-08-02', 131.1]]"
MRK,Merck & Co.,Health Care,"[['2021-08-02', 76.93]]","[['2021-08-02', 76.18]]","[['2021-08-02', 77.26]]","[['2021-08-02', 76.14]]"
MET,MetLife Inc.,Financials,"[['2021-08-02', 58.08]]","[['2021-08-02', 57.83]]","[['2021-08-02', 59.16]]","[['2021-08-02', 57.54]]"
MTD,Mettler Toledo,Health Care,"[['2021-08-02', 1485.27]]","[['2021-08-02', 1480.15]]","[['2021-08-02', 1490.37]]","[['2021-08-02', 1467.53]]"
MGM,MGM Resorts International,Consumer Discretionary,"[['2021-08-02', 37.97]]","[['2021-08-02', 37.37]]","[['2021-08-02', 39.0875]]","[['2021-08-02', 37.25]]"
MCHP,Microchip Technology,Information Technology,"[['2021-08-02', 147.22]]","[['2021-08-02', 144.99]]","[['2021-08-02', 151.625]]","[['2021-08-02', 144.79]]"
MU,Micron Technology,Information Technology,"[['2021-08-02', 79.04]]","[['2021-08-02', 77.64]]","[['2021-08-02', 79.4915]]","[['2021-08-02', 77.47]]"
MSFT,Microsoft Corp.,Information Technology,"[['2021-08-02', 286.36]]","[['2021-08-02', 284.82]]","[['2021-08-02', 286.775]]","[['2021-08-02', 283.74]]"
MAA,Mid-America Apartments,Real Estate,"[['2021-08-02', 193.92]]","[['2021-08-02', 195.15]]","[['2021-08-02', 195.81]]","[['2021-08-02', 193.58]]"
MHK,Mohawk Industries,Consumer Discretionary,"[['2021-08-02', 196.58]]","[['2021-08-02', 194.6]]","[['2021-08-02', 201.27]]","[['2021-08-02', 194.56]]"
TAP,Molson Coors Beverage Company,Consumer Staples,"[['2021-08-02', 48.89]]","[['2021-08-02', 49.25]]","[['2021-08-02', 50.5699]]","[['2021-08-02', 48.89]]"
MDLZ,Mondelez International,Consumer Staples,"[['2021-08-02', 63.37]]","[['2021-08-02', 63.46]]","[['2021-08-02', 63.86]]","[['2021-08-02', 63.31]]"
MPWR,Monolithic Power Systems,Information Technology,"[['2021-08-02', 451.84]]","[['2021-08-02', 454.46]]","[['2021-08-02', 457.6]]","[['2021-08-02', 450.46]]"
MNST,Monster Beverage,Consumer Staples,"[['2021-08-02', 94.48]]","[['2021-08-02', 93.36]]","[['2021-08-02', 94.63]]","[['2021-08-02', 92.62]]"
MCO,Moody's Corp,Financials,"[['2021-08-02', 378.57]]","[['2021-08-02', 379.22]]","[['2021-08-02', 381.41]]","[['2021-08-02', 376.18]]"
MS,Morgan Stanley,Financials,"[['2021-08-02', 96.72]]","[['2021-08-02', 96.23]]","[['2021-08-02', 98.395]]","[['2021-08-02', 95.975]]"
MOS,The Mosaic Company,Materials,"[['2021-08-02', 31.41]]","[['2021-08-02', 29.92]]","[['2021-08-02', 31.79]]","[['2021-08-02', 29.92]]"
MSI,Motorola Solutions Inc.,Information Technology,"[['2021-08-02', 224.86]]","[['2021-08-02', 223.93]]","[['2021-08-02', 226.42]]","[['2021-08-02', 223.71]]"
MSCI,MSCI Inc,Financials,"[['2021-08-02', 600.12]]","[['2021-08-02', 610.92]]","[['2021-08-02', 614.6799]]","[['2021-08-02', 600.12]]"
NDAQ,"Nasdaq, Inc.",Financials,"[['2021-08-02', 188.3]]","[['2021-08-02', 188.43]]","[['2021-08-02', 188.9431]]","[['2021-08-02', 187.03]]"
NTAP,NetApp,Information Technology,"[['2021-08-02', 80.0]]","[['2021-08-02', 80.13]]","[['2021-08-02', 81.185]]","[['2021-08-02', 79.67]]"
NFLX,Netflix Inc.,Communication Services,"[['2021-08-02', 519.0]]","[['2021-08-02', 515.15]]","[['2021-08-02', 519.85]]","[['2021-08-02', 510.51]]"
NWL,Newell Brands,Consumer Discretionary,"[['2021-08-02', 25.11]]","[['2021-08-02', 24.85]]","[['2021-08-02', 25.75]]","[['2021-08-02', 24.78]]"
NEM,Newmont Corporation,Materials,"[['2021-08-02', 62.56]]","[['2021-08-02', 61.98]]","[['2021-08-02', 62.7185]]","[['2021-08-02', 61.905]]"
NWSA,News Corp (Class A),Communication Services,"[['2021-08-02', 24.71]]","[['2021-08-02', 24.74]]","[['2021-08-02', 25.02]]","[['2021-08-02', 24.625]]"
NWS,News Corp (Class B),Communication Services,"[['2021-08-02', 23.46]]","[['2021-08-02', 23.65]]","[['2021-08-02', 23.81]]","[['2021-08-02', 23.41]]"
NEE,NextEra Energy,Utilities,"[['2021-08-02', 78.47]]","[['2021-08-02', 78.81]]","[['2021-08-02', 78.91]]","[['2021-08-02', 78.13]]"
NLSN,Nielsen Holdings,Industrials,"[['2021-08-02', 23.77]]","[['2021-08-02', 23.63]]","[['2021-08-02', 24.35]]","[['2021-08-02', 23.59]]"
NKE,"Nike, Inc.",Consumer Discretionary,"[['2021-08-02', 169.06]]","[['2021-08-02', 168.75]]","[['2021-08-02', 169.98]]","[['2021-08-02', 168.03]]"
NI,NiSource Inc.,Utilities,"[['2021-08-02', 24.82]]","[['2021-08-02', 25.13]]","[['2021-08-02', 25.26]]","[['2021-08-02', 24.79]]"
NSC,Norfolk Southern Corp.,Industrials,"[['2021-08-02', 259.08]]","[['2021-08-02', 256.16]]","[['2021-08-02', 261.37]]","[['2021-08-02', 255.41]]"
NTRS,Northern Trust Corp.,Financials,"[['2021-08-02', 113.78]]","[['2021-08-02', 111.94]]","[['2021-08-02', 115.59]]","[['2021-08-02', 111.88]]"
NOC,Northrop Grumman,Industrials,"[['2021-08-02', 363.82]]","[['2021-08-02', 361.84]]","[['2021-08-02', 367.36]]","[['2021-08-02', 361.71]]"
NLOK,NortonLifeLock,Information Technology,"[['2021-08-02', 24.82]]","[['2021-08-02', 24.6]]","[['2021-08-02', 24.87]]","[['2021-08-02', 24.59]]"
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"[['2021-08-02', 24.06]]","[['2021-08-02', 23.58]]","[['2021-08-02', 24.915]]","[['2021-08-02', 23.51]]"
NOV,NOV Inc.,Energy,"[['2021-08-02', 13.81]]","[['2021-08-02', 13.66]]","[['2021-08-02', 14.56]]","[['2021-08-02', 13.65]]"
NRG,NRG Energy,Utilities,"[['2021-08-02', 41.415]]","[['2021-08-02', 41.1]]","[['2021-08-02', 41.43]]","[['2021-08-02', 40.85]]"
NUE,Nucor Corp.,Materials,"[['2021-08-02', 104.7]]","[['2021-08-02', 102.08]]","[['2021-08-02', 105.92]]","[['2021-08-02', 101.73]]"
NVDA,Nvidia Corporation,Information Technology,"[['2021-08-02', 197.0]]","[['2021-08-02', 197.5]]","[['2021-08-02', 199.61]]","[['2021-08-02', 193.61]]"
NVR,"NVR, Inc.",Consumer Discretionary,"[['2021-08-02', 5267.59]]","[['2021-08-02', 5227.42]]","[['2021-08-02', 5270.01]]","[['2021-08-02', 5210.01]]"
NXPI,NXP Semiconductors,Information Technology,"[['2021-08-02', 210.195]]","[['2021-08-02', 208.98]]","[['2021-08-02', 215.89]]","[['2021-08-02', 208.56]]"
ORLY,O'Reilly Automotive,Consumer Discretionary,"[['2021-08-02', 604.55]]","[['2021-08-02', 601.13]]","[['2021-08-02', 606.67]]","[['2021-08-02', 597.7]]"
OXY,Occidental Petroleum,Energy,"[['2021-08-02', 26.1]]","[['2021-08-02', 25.79]]","[['2021-08-02', 27.055]]","[['2021-08-02', 25.72]]"
ODFL,Old Dominion Freight Line,Industrials,"[['2021-08-02', 269.22]]","[['2021-08-02', 266.79]]","[['2021-08-02', 270.4]]","[['2021-08-02', 266.32]]"
OMC,Omnicom Group,Communication Services,"[['2021-08-02', 73.22]]","[['2021-08-02', 73.02]]","[['2021-08-02', 74.59]]","[['2021-08-02', 72.88]]"
OKE,Oneok,Energy,"[['2021-08-02', 52.05]]","[['2021-08-02', 51.35]]","[['2021-08-02', 53.2609]]","[['2021-08-02', 51.26]]"
ORCL,Oracle Corp.,Information Technology,"[['2021-08-02', 87.73]]","[['2021-08-02', 87.6]]","[['2021-08-02', 87.93]]","[['2021-08-02', 87.09]]"
OTIS,Otis Worldwide,Industrials,"[['2021-08-02', 89.68]]","[['2021-08-02', 89.93]]","[['2021-08-02', 90.67]]","[['2021-08-02', 89.68]]"
PCAR,Paccar,Industrials,"[['2021-08-02', 83.94]]","[['2021-08-02', 82.1]]","[['2021-08-02', 84.34]]","[['2021-08-02', 81.98]]"
PKG,Packaging Corporation of America,Materials,"[['2021-08-02', 141.65]]","[['2021-08-02', 139.27]]","[['2021-08-02', 142.87]]","[['2021-08-02', 138.8]]"
PH,Parker-Hannifin,Industrials,"[['2021-08-02', 306.0]]","[['2021-08-02', 305.46]]","[['2021-08-02', 318.5]]","[['2021-08-02', 305.25]]"
PAYX,Paychex Inc.,Information Technology,"[['2021-08-02', 114.14]]","[['2021-08-02', 113.24]]","[['2021-08-02', 114.88]]","[['2021-08-02', 113.15]]"
PAYC,Paycom,Information Technology,"[['2021-08-02', 401.51]]","[['2021-08-02', 399.94]]","[['2021-08-02', 403.02]]","[['2021-08-02', 395.77]]"
PYPL,PayPal,Information Technology,"[['2021-08-02', 276.885]]","[['2021-08-02', 270.99]]","[['2021-08-02', 276.885]]","[['2021-08-02', 270.4302]]"
PENN,Penn National Gaming,Consumer Discretionary,"[['2021-08-02', 69.0082]]","[['2021-08-02', 68.12]]","[['2021-08-02', 70.66]]","[['2021-08-02', 67.76]]"
PNR,Pentair plc,Industrials,"[['2021-08-02', 73.99]]","[['2021-08-02', 74.45]]","[['2021-08-02', 74.83]]","[['2021-08-02', 73.68]]"
PBCT,People's United Financial,Financials,"[['2021-08-02', 15.78]]","[['2021-08-02', 15.63]]","[['2021-08-02', 16.17]]","[['2021-08-02', 15.63]]"
PEP,PepsiCo Inc.,Consumer Staples,"[['2021-08-02', 157.0]]","[['2021-08-02', 156.32]]","[['2021-08-02', 157.11]]","[['2021-08-02', 155.51]]"
PKI,PerkinElmer,Health Care,"[['2021-08-02', 183.36]]","[['2021-08-02', 183.84]]","[['2021-08-02', 185.68]]","[['2021-08-02', 181.37]]"
PRGO,Perrigo,Health Care,"[['2021-08-02', 48.03]]","[['2021-08-02', 48.33]]","[['2021-08-02', 48.84]]","[['2021-08-02', 48.01]]"
PFE,Pfizer Inc.,Health Care,"[['2021-08-02', 43.3]]","[['2021-08-02', 43.96]]","[['2021-08-02', 44.14]]","[['2021-08-02', 43.25]]"
PM,Philip Morris International,Consumer Staples,"[['2021-08-02', 100.64]]","[['2021-08-02', 100.03]]","[['2021-08-02', 101.52]]","[['2021-08-02', 99.81]]"
PSX,Phillips 66,Energy,"[['2021-08-02', 73.75]]","[['2021-08-02', 73.48]]","[['2021-08-02', 76.15]]","[['2021-08-02', 73.25]]"
PNW,Pinnacle West Capital,Utilities,"[['2021-08-02', 83.7]]","[['2021-08-02', 83.16]]","[['2021-08-02', 84.905]]","[['2021-08-02', 82.89]]"
PXD,Pioneer Natural Resources,Energy,"[['2021-08-02', 145.92]]","[['2021-08-02', 142.35]]","[['2021-08-02', 148.42]]","[['2021-08-02', 141.41]]"
PNC,PNC Financial Services,Financials,"[['2021-08-02', 183.53]]","[['2021-08-02', 181.78]]","[['2021-08-02', 186.7]]","[['2021-08-02', 181.31]]"
POOL,Pool Corporation,Consumer Discretionary,"[['2021-08-02', 479.32]]","[['2021-08-02', 476.51]]","[['2021-08-02', 482.24]]","[['2021-08-02', 472.01]]"
PPG,PPG Industries,Materials,"[['2021-08-02', 164.8]]","[['2021-08-02', 163.3]]","[['2021-08-02', 166.85]]","[['2021-08-02', 163.0]]"
PPL,PPL Corp.,Utilities,"[['2021-08-02', 28.45]]","[['2021-08-02', 28.46]]","[['2021-08-02', 28.65]]","[['2021-08-02', 28.365]]"
PFG,Principal Financial Group,Financials,"[['2021-08-02', 62.45]]","[['2021-08-02', 62.0]]","[['2021-08-02', 63.515]]","[['2021-08-02', 61.85]]"
PG,Procter & Gamble,Consumer Staples,"[['2021-08-02', 141.77]]","[['2021-08-02', 141.88]]","[['2021-08-02', 142.425]]","[['2021-08-02', 140.8]]"
PGR,Progressive Corp.,Financials,"[['2021-08-02', 95.64]]","[['2021-08-02', 95.04]]","[['2021-08-02', 96.24]]","[['2021-08-02', 94.94]]"
PLD,Prologis,Real Estate,"[['2021-08-02', 128.72]]","[['2021-08-02', 128.46]]","[['2021-08-02', 129.6]]","[['2021-08-02', 128.05]]"
PRU,Prudential Financial,Financials,"[['2021-08-02', 101.0]]","[['2021-08-02', 100.2]]","[['2021-08-02', 102.92]]","[['2021-08-02', 99.96]]"
PTC,PTC Inc.,Information Technology,"[['2021-08-02', 135.68]]","[['2021-08-02', 131.07]]","[['2021-08-02', 135.79]]","[['2021-08-02', 130.8]]"
PEG,Public Service Enterprise Group (PSEG),Utilities,"[['2021-08-02', 62.42]]","[['2021-08-02', 62.86]]","[['2021-08-02', 63.11]]","[['2021-08-02', 62.4]]"
PSA,Public Storage,Real Estate,"[['2021-08-02', 314.06]]","[['2021-08-02', 311.01]]","[['2021-08-02', 315.01]]","[['2021-08-02', 310.92]]"
PHM,PulteGroup,Consumer Discretionary,"[['2021-08-02', 55.27]]","[['2021-08-02', 54.96]]","[['2021-08-02', 55.6]]","[['2021-08-02', 54.79]]"
PVH,PVH Corp.,Consumer Discretionary,"[['2021-08-02', 105.92]]","[['2021-08-02', 104.29]]","[['2021-08-02', 109.52]]","[['2021-08-02', 104.165]]"
QRVO,Qorvo,Information Technology,"[['2021-08-02', 191.3]]","[['2021-08-02', 192.36]]","[['2021-08-02', 195.31]]","[['2021-08-02', 191.01]]"
PWR,Quanta Services Inc.,Industrials,"[['2021-08-02', 91.86]]","[['2021-08-02', 89.1]]","[['2021-08-02', 93.42]]","[['2021-08-02', 89.02]]"
QCOM,Qualcomm,Information Technology,"[['2021-08-02', 150.0]]","[['2021-08-02', 148.86]]","[['2021-08-02', 152.28]]","[['2021-08-02', 148.21]]"
DGX,Quest Diagnostics,Health Care,"[['2021-08-02', 142.04]]","[['2021-08-02', 143.04]]","[['2021-08-02', 143.64]]","[['2021-08-02', 141.08]]"
RL,Ralph Lauren Corporation,Consumer Discretionary,"[['2021-08-02', 114.59]]","[['2021-08-02', 117.99]]","[['2021-08-02', 119.81]]","[['2021-08-02', 114.59]]"
RJF,Raymond James Financial,Financials,"[['2021-08-02', 130.25]]","[['2021-08-02', 130.37]]","[['2021-08-02', 133.69]]","[['2021-08-02', 130.1]]"
RTX,Raytheon Technologies,Industrials,"[['2021-08-02', 87.14]]","[['2021-08-02', 86.61]]","[['2021-08-02', 88.74]]","[['2021-08-02', 86.51]]"
O,Realty Income Corporation,Real Estate,"[['2021-08-02', 70.58]]","[['2021-08-02', 69.93]]","[['2021-08-02', 71.25]]","[['2021-08-02', 69.92]]"
REG,Regency Centers Corporation,Real Estate,"[['2021-08-02', 65.99]]","[['2021-08-02', 64.57]]","[['2021-08-02', 67.13]]","[['2021-08-02', 64.51]]"
REGN,Regeneron Pharmaceuticals,Health Care,"[['2021-08-02', 577.12]]","[['2021-08-02', 577.13]]","[['2021-08-02', 580.8722]]","[['2021-08-02', 570.38]]"
RF,Regions Financial Corp.,Financials,"[['2021-08-02', 19.38]]","[['2021-08-02', 19.11]]","[['2021-08-02', 19.89]]","[['2021-08-02', 19.11]]"
RSG,Republic Services Inc,Industrials,"[['2021-08-02', 118.76]]","[['2021-08-02', 118.0]]","[['2021-08-02', 118.91]]","[['2021-08-02', 117.05]]"
RMD,ResMed,Health Care,"[['2021-08-02', 269.0]]","[['2021-08-02', 268.63]]","[['2021-08-02', 270.7327]]","[['2021-08-02', 265.48]]"
RHI,Robert Half International,Industrials,"[['2021-08-02', 98.58]]","[['2021-08-02', 97.68]]","[['2021-08-02', 99.64]]","[['2021-08-02', 97.67]]"
ROK,Rockwell Automation Inc.,Industrials,"[['2021-08-02', 308.76]]","[['2021-08-02', 307.31]]","[['2021-08-02', 310.34]]","[['2021-08-02', 305.26]]"
ROL,"Rollins, Inc.",Industrials,"[['2021-08-02', 38.5]]","[['2021-08-02', 38.54]]","[['2021-08-02', 38.74]]","[['2021-08-02', 38.09]]"
ROP,Roper Technologies,Industrials,"[['2021-08-02', 494.19]]","[['2021-08-02', 488.35]]","[['2021-08-02', 494.19]]","[['2021-08-02', 487.63]]"
ROST,Ross Stores,Consumer Discretionary,"[['2021-08-02', 123.36]]","[['2021-08-02', 121.01]]","[['2021-08-02', 123.66]]","[['2021-08-02', 120.72]]"
RCL,Royal Caribbean Group,Consumer Discretionary,"[['2021-08-02', 76.97]]","[['2021-08-02', 75.48]]","[['2021-08-02', 79.33]]","[['2021-08-02', 75.08]]"
SPGI,S&P Global Inc.,Financials,"[['2021-08-02', 430.6]]","[['2021-08-02', 434.25]]","[['2021-08-02', 436.16]]","[['2021-08-02', 428.55]]"
CRM,Salesforce.com,Information Technology,"[['2021-08-02', 242.31]]","[['2021-08-02', 240.86]]","[['2021-08-02', 242.47]]","[['2021-08-02', 238.88]]"
SBAC,SBA Communications,Real Estate,"[['2021-08-02', 340.99]]","[['2021-08-02', 342.36]]","[['2021-08-02', 344.87]]","[['2021-08-02', 339.45]]"
SLB,Schlumberger Ltd.,Energy,"[['2021-08-02', 28.85]]","[['2021-08-02', 28.5]]","[['2021-08-02', 29.7101]]","[['2021-08-02', 28.4]]"
STX,Seagate Technology,Information Technology,"[['2021-08-02', 88.65]]","[['2021-08-02', 88.5]]","[['2021-08-02', 89.27]]","[['2021-08-02', 87.82]]"
SEE,Sealed Air,Materials,"[['2021-08-02', 56.88]]","[['2021-08-02', 56.31]]","[['2021-08-02', 57.44]]","[['2021-08-02', 56.25]]"
SRE,Sempra Energy,Utilities,"[['2021-08-02', 131.05]]","[['2021-08-02', 131.25]]","[['2021-08-02', 132.7]]","[['2021-08-02', 130.71]]"
NOW,ServiceNow,Information Technology,"[['2021-08-02', 587.89]]","[['2021-08-02', 584.67]]","[['2021-08-02', 591.715]]","[['2021-08-02', 579.01]]"
SHW,Sherwin-Williams,Materials,"[['2021-08-02', 292.39]]","[['2021-08-02', 291.57]]","[['2021-08-02', 293.19]]","[['2021-08-02', 290.62]]"
SPG,Simon Property Group Inc,Real Estate,"[['2021-08-02', 128.2]]","[['2021-08-02', 126.32]]","[['2021-08-02', 130.84]]","[['2021-08-02', 126.02]]"
SWKS,Skyworks Solutions,Information Technology,"[['2021-08-02', 184.925]]","[['2021-08-02', 187.33]]","[['2021-08-02', 188.76]]","[['2021-08-02', 184.5221]]"
SNA,Snap-on,Industrials,"[['2021-08-02', 219.4]]","[['2021-08-02', 219.22]]","[['2021-08-02', 223.82]]","[['2021-08-02', 218.43]]"
SO,Southern Company,Utilities,"[['2021-08-02', 63.99]]","[['2021-08-02', 64.08]]","[['2021-08-02', 64.415]]","[['2021-08-02', 63.745]]"
LUV,Southwest Airlines,Industrials,"[['2021-08-02', 50.6]]","[['2021-08-02', 49.74]]","[['2021-08-02', 51.51]]","[['2021-08-02', 49.645]]"
SWK,Stanley Black & Decker,Industrials,"[['2021-08-02', 198.07]]","[['2021-08-02', 195.79]]","[['2021-08-02', 200.63]]","[['2021-08-02', 195.26]]"
SBUX,Starbucks Corp.,Consumer Discretionary,"[['2021-08-02', 122.0265]]","[['2021-08-02', 120.37]]","[['2021-08-02', 122.98]]","[['2021-08-02', 120.065]]"
STT,State Street Corp.,Financials,"[['2021-08-02', 87.87]]","[['2021-08-02', 87.01]]","[['2021-08-02', 89.29]]","[['2021-08-02', 86.73]]"
STE,Steris,Health Care,"[['2021-08-02', 219.03]]","[['2021-08-02', 218.33]]","[['2021-08-02', 219.98]]","[['2021-08-02', 217.86]]"
SYK,Stryker Corp.,Health Care,"[['2021-08-02', 271.65]]","[['2021-08-02', 270.07]]","[['2021-08-02', 273.54]]","[['2021-08-02', 269.44]]"
SIVB,SVB Financial,Financials,"[['2021-08-02', 554.27]]","[['2021-08-02', 544.18]]","[['2021-08-02', 567.46]]","[['2021-08-02', 542.135]]"
SYF,Synchrony Financial,Financials,"[['2021-08-02', 47.45]]","[['2021-08-02', 46.85]]","[['2021-08-02', 48.53]]","[['2021-08-02', 46.71]]"
SNPS,Synopsys Inc.,Information Technology,"[['2021-08-02', 289.82]]","[['2021-08-02', 287.61]]","[['2021-08-02', 290.9]]","[['2021-08-02', 286.445]]"
SYY,Sysco Corp.,Consumer Staples,"[['2021-08-02', 74.62]]","[['2021-08-02', 73.18]]","[['2021-08-02', 75.66]]","[['2021-08-02', 73.15]]"
TMUS,T-Mobile US,Communication Services,"[['2021-08-02', 144.87]]","[['2021-08-02', 144.91]]","[['2021-08-02', 145.29]]","[['2021-08-02', 144.02]]"
TROW,T. Rowe Price Group,Financials,"[['2021-08-02', 205.54]]","[['2021-08-02', 206.24]]","[['2021-08-02', 208.125]]","[['2021-08-02', 204.83]]"
TTWO,Take-Two Interactive,Communication Services,"[['2021-08-02', 175.67]]","[['2021-08-02', 173.21]]","[['2021-08-02', 176.82]]","[['2021-08-02', 173.01]]"
TPR,"Tapestry, Inc.",Consumer Discretionary,"[['2021-08-02', 42.68]]","[['2021-08-02', 42.33]]","[['2021-08-02', 43.76]]","[['2021-08-02', 42.29]]"
TGT,Target Corp.,Consumer Discretionary,"[['2021-08-02', 262.08]]","[['2021-08-02', 257.24]]","[['2021-08-02', 262.31]]","[['2021-08-02', 254.8]]"
TEL,TE Connectivity Ltd.,Information Technology,"[['2021-08-02', 148.29]]","[['2021-08-02', 148.5]]","[['2021-08-02', 150.58]]","[['2021-08-02', 148.0]]"
TDY,Teledyne Technologies,Industrials,"[['2021-08-02', 454.68]]","[['2021-08-02', 452.85]]","[['2021-08-02', 462.85]]","[['2021-08-02', 451.83]]"
TFX,Teleflex,Health Care,"[['2021-08-02', 399.18]]","[['2021-08-02', 391.29]]","[['2021-08-02', 399.18]]","[['2021-08-02', 390.37]]"
TER,Teradyne,Information Technology,"[['2021-08-02', 127.62]]","[['2021-08-02', 127.02]]","[['2021-08-02', 130.28]]","[['2021-08-02', 126.78]]"
TSLA,"Tesla, Inc.",Consumer Discretionary,"[['2021-08-02', 700.0]]","[['2021-08-02', 709.67]]","[['2021-08-02', 726.94]]","[['2021-08-02', 698.4]]"
TXN,Texas Instruments,Information Technology,"[['2021-08-02', 192.4]]","[['2021-08-02', 190.72]]","[['2021-08-02', 193.6]]","[['2021-08-02', 190.41]]"
TXT,Textron Inc.,Industrials,"[['2021-08-02', 69.61]]","[['2021-08-02', 69.69]]","[['2021-08-02', 72.31]]","[['2021-08-02', 69.6]]"
TMO,Thermo Fisher Scientific,Health Care,"[['2021-08-02', 542.08]]","[['2021-08-02', 533.68]]","[['2021-08-02', 544.36]]","[['2021-08-02', 531.88]]"
TJX,TJX Companies Inc.,Consumer Discretionary,"[['2021-08-02', 69.19]]","[['2021-08-02', 67.95]]","[['2021-08-02', 69.19]]","[['2021-08-02', 67.75]]"
TSCO,Tractor Supply Company,Consumer Discretionary,"[['2021-08-02', 181.67]]","[['2021-08-02', 180.81]]","[['2021-08-02', 182.55]]","[['2021-08-02', 180.23]]"
TT,Trane Technologies plc,Industrials,"[['2021-08-02', 204.0]]","[['2021-08-02', 201.17]]","[['2021-08-02', 205.88]]","[['2021-08-02', 201.06]]"
TDG,TransDigm Group,Industrials,"[['2021-08-02', 648.85]]","[['2021-08-02', 635.3]]","[['2021-08-02', 650.73]]","[['2021-08-02', 634.68]]"
TRV,The Travelers Companies,Financials,"[['2021-08-02', 149.82]]","[['2021-08-02', 148.95]]","[['2021-08-02', 151.8]]","[['2021-08-02', 148.68]]"
TRMB,Trimble Inc.,Information Technology,"[['2021-08-02', 86.675]]","[['2021-08-02', 85.31]]","[['2021-08-02', 86.84]]","[['2021-08-02', 85.2]]"
TFC,Truist Financial,Financials,"[['2021-08-02', 54.73]]","[['2021-08-02', 54.14]]","[['2021-08-02', 55.97]]","[['2021-08-02', 54.11]]"
TWTR,"Twitter, Inc.",Communication Services,"[['2021-08-02', 70.23]]","[['2021-08-02', 69.13]]","[['2021-08-02', 70.44]]","[['2021-08-02', 68.66]]"
TYL,Tyler Technologies,Information Technology,"[['2021-08-02', 492.17]]","[['2021-08-02', 491.74]]","[['2021-08-02', 496.835]]","[['2021-08-02', 487.04]]"
TSN,Tyson Foods,Consumer Staples,"[['2021-08-02', 71.77]]","[['2021-08-02', 71.75]]","[['2021-08-02', 72.54]]","[['2021-08-02', 71.37]]"
UDR,"UDR, Inc.",Real Estate,"[['2021-08-02', 55.06]]","[['2021-08-02', 54.99]]","[['2021-08-02', 55.86]]","[['2021-08-02', 54.63]]"
ULTA,Ulta Beauty,Consumer Discretionary,"[['2021-08-02', 337.5]]","[['2021-08-02', 336.76]]","[['2021-08-02', 342.7]]","[['2021-08-02', 335.93]]"
USB,U.S. Bancorp,Financials,"[['2021-08-02', 55.87]]","[['2021-08-02', 55.13]]","[['2021-08-02', 56.82]]","[['2021-08-02', 55.11]]"
UAA,Under Armour (Class A),Consumer Discretionary,"[['2021-08-02', 21.17]]","[['2021-08-02', 21.11]]","[['2021-08-02', 21.745]]","[['2021-08-02', 20.995]]"
UA,Under Armour (Class C),Consumer Discretionary,"[['2021-08-02', 18.07]]","[['2021-08-02', 18.1]]","[['2021-08-02', 18.62]]","[['2021-08-02', 18.02]]"
UNP,Union Pacific Corp,Industrials,"[['2021-08-02', 220.49]]","[['2021-08-02', 217.52]]","[['2021-08-02', 220.945]]","[['2021-08-02', 217.38]]"
UAL,United Airlines Holdings,Industrials,"[['2021-08-02', 46.85]]","[['2021-08-02', 46.07]]","[['2021-08-02', 48.23]]","[['2021-08-02', 45.95]]"
UNH,UnitedHealth Group Inc.,Health Care,"[['2021-08-02', 413.57]]","[['2021-08-02', 415.57]]","[['2021-08-02', 416.44]]","[['2021-08-02', 412.81]]"
UPS,United Parcel Service,Industrials,"[['2021-08-02', 192.35]]","[['2021-08-02', 191.94]]","[['2021-08-02', 193.73]]","[['2021-08-02', 191.04]]"
URI,"United Rentals, Inc.",Industrials,"[['2021-08-02', 332.65]]","[['2021-08-02', 326.27]]","[['2021-08-02', 336.33]]","[['2021-08-02', 325.49]]"
UHS,Universal Health Services,Health Care,"[['2021-08-02', 160.57]]","[['2021-08-02', 159.63]]","[['2021-08-02', 162.23]]","[['2021-08-02', 159.04]]"
UNM,Unum Group,Financials,"[['2021-08-02', 27.6]]","[['2021-08-02', 27.2]]","[['2021-08-02', 28.28]]","[['2021-08-02', 27.145]]"
VLO,Valero Energy,Energy,"[['2021-08-02', 67.3]]","[['2021-08-02', 66.4]]","[['2021-08-02', 69.2]]","[['2021-08-02', 66.3]]"
VTR,Ventas Inc,Real Estate,"[['2021-08-02', 60.02]]","[['2021-08-02', 59.28]]","[['2021-08-02', 61.02]]","[['2021-08-02', 59.2]]"
VRSN,Verisign Inc.,Information Technology,"[['2021-08-02', 217.34]]","[['2021-08-02', 216.44]]","[['2021-08-02', 217.98]]","[['2021-08-02', 214.68]]"
