Tckr
WAB
NOK
ATUS
ACM
TRMB
MGA
HSIC
XRAY
CTVA
VNT
CHNG
VSH
JBL
TTM
ST
REGN
OMC
OFC
WBA
AXTA
USB
EPD
HOLX
LBTYA
KMI
NEM
NLOK
VTRS
KNX
TTWO
PH
MIC
MGP
HAS
ENIA
EBAY
DD
VVV
NTRS
RHI
CNP
CVX
PSTH
MET
PNC
FNV
FAF
EMN
KRC
VIV
