Tckr
REAL
ZIM
MBIO
GRPN
TRIL
BCRX
VYNE
BIGC
YELL
PRCH
CFLT
MRNA
SMFR
RES
LI
LFST
APPN
CASI
NVTA
VIEW
ENLC
CGEN
PBI
KC
CENX
RUN
GEL
LC
EVGO
BLU
MNKD
TALK
CAR
BFLY
FSLY
SHLD
DIDI
RMTI
SWN
ADMA
OCUL
HEPS
ARVL
PLTR
ONON
TEN
AKBA
MEIP
BNTX
DRRX
