Tckr
SAN
TSN
ADI
CPRT
REXR
TRU
AOS
GLW
AAPL
TWNK
NI
XYL
EVRG
O
CMI
LLY
PNW
RDS.B
BSX
SCI
PCAR
JPM
CUBE
MAS
MFC
PSEC
WTRG
MA
TEL
KEYS
JCI
SSNC
TRV
TSM
LOW
AKAM
ORCC
CNHI
AMZN
CHRW
STAG
ETR
BCS
RDS.A
FR
CHTR
ICLN
FIS
EMR
PPG
