Tckr
FLEX
AZEK
COP
LVS
MAT
EWBC
PHM
IONS
FNB
SWI
BSBR
APG
FYBR
AIV
GE
OGN
SFL
DISH
ABEV
ZION
CBD
GFL
FHB
VLY
ELP
TCOM
MAR
HBAN
RF
VRT
FOXA
SC
FULT
TGNA
CXP
F
SGEN
UMPQ
DBRG
ORC
MFGP
FITB
TRN
KEY
LRCX
UNVR
ZEN
WRK
COF
BJ
