Tckr
ES
AMCR
SRE
PLD
NOMD
TMO
ETN
NEE
NSC
YUMC
ALL
EXC
SYK
BBVA
AMT
FTV
ARCC
KHC
JNPR
STM
GNTX
BLL
AEG
STZ
TMUS
CME
UNH
AGNC
DRE
CLOU
TXN
CCI
CVS
PGR
EQNR
PPL
SOXX
CPB
AMGN
PEG
UPS
CTSH
LNT
AON
CMCSA
FAST
LHX
WEC
G
EL
