Tckr
WMB
LAND
BG
SIGI
BMRN
BIPC
WRE
DEI
NEP
HIG
CCOI
TW
VMC
NWN
BEP
CINF
PWR
SMM
ADSK
CNC
ARGX
WY
INCY
NWL
BBY
COLM
HEI.A
GDDY
AZPN
ALSN
RBC
MASI
NYT
HPQ
USM
GNL
AWI
AB
TNET
TAP
NFLX
PINC
GRA
VFC
STX
IR
IBKR
FSK
CODI
BCH
GOOD
NWBI
JAZZ
VALE
XOM
FELE
TR
TIXT
C
GTY
REYN
CWEN.A
GOLD
SUN
CNS
NTST
NSA
RMBS
BOH
RGLD
LCA
WNS
CTLT
FBHS
PRU
PB
CONE
LBTYK
PEAK
NTAP
HAACU
NMFC
WAB
NOK
POOL
CR
ATUS
JOBS
VRNT
ACM
EPAM
KNOP
TRMB
MANT
CWEN
PLXS
KW
TFII
GER
MGA
EXLS
HSIC
AVAL
XRAY
HIW
LOPE
CTVA
VNT
NWS
CHNG
DX
VSH
JBL
TTM
ST
SRCL
FN
FUL
REGN
OMC
OFC
MAN
PFLT
WBA
AXTA
BMI
CGNX
GOLF
GRFS
IDXX
CCU
WERN
CSGP
WCLD
USB
EPD
HOLX
LBTYA
MSCI
SWX
HEI
KMI
MUSA
NEM
AMP
EME
CW
FST
SSD
NLOK
AXS
SMP
VTRS
ARES
RJF
PBH
PRGS
CE
CLBK
KNX
TTWO
PH
MIC
MGP
HGLB
CBU
HAS
EIG
ENIA
EBAY
LTC
DD
VVV
NTRS
HMN
CHH
CFFN
RHI
ABCM
ILPT
MNTV
HAIN
SGU
RS
CNP
FPL
CVX
IDCC
GMED
CALM
MAIN
FLT
PSTH
MET
CWST
PNC
RING
FNV
FAF
EMN
TAC
KMPR
KRC
VIV
SIRI
BIO
TS
SWCH
GWRE
FNF
JBGS
CI
AAP
SPAQ.U
CDK
FB
GAIN
TFSL
IP
VMI
UDR
RYN
ANSS
TFX
FSS
QCOM
CBSH
CMG
CRL
AXP
EVTC
MS
CDNS
PRGO
PAY
CIEN
NATI
NTR
MWA
BRC
TTMI
BERY
EQR
ANTM
ZBRA
PRMW
USOI
SNDR
DSGX
IRM
ESS
FDX
SUI
GPN
BRMK
RYAAY
SPNT
TSCO
PANW
SAIC
VIAV
MPW
VRTX
LII
CTXS
SWK
DNB
SNA
GSBD
CCEP
NLY
HII
RE
XFLT
EXPO
TJX
CRM
BX
UGI
SEE
LYG
ATVI
BAC
VMW
NWE
PECO
BGR
ZBH
ALE
SBAC
TIMB
FEI
MSGS
RNR
KKR
KN
SNPS
L
VEDL
AVA
SR
PNR
LH
ANET
RTX
HTA
HUM
ARW
BBDC
HTGC
SLRC
EA
PKI
WST
CWT
DE
RLI
MDU
MSA
FMC
EHC
ODFL
EQIX
ORI
ASH
FE
JBHT
CAH
ISRG
GS
DVA
PRI
KBWB
RBA
HR
VIACP
VOYA
ITT
BABA
LSTR
EBC
IFF
IT
FRC
MSM
OGS
COLD
BK
DOC
BKH
AVY
CAT
WU
INTU
UVV
BOWXU
CB
CNA
DELL
AVB
TYL
CPT
POR
BP
GL
EW
CDW
GPK
KR
CSL
DGX
HTLD
CCK
AMH
FCN
NUAN
QSR
EVA
NFG
OTIS
AMX
ADC
CSGS
ABC
AVGO
OGE
NHF
RDWR
TDY
DLTR
INTC
HLI
IQV
BAM
BNL
MCK
INVH
EIX
AFL
FFIV
ALLE
SOGO
KBWY
DLR
LXP
CASY
ADBE
PEO
KSU
GPC
ROL
J
ELS
EXR
DIS
ALV
LECO
TMX
FISV
WLTW
CTAS
LDOS
AGCB
EFX
TROW
TT
WSO
PKG
ASX
EGP
YNDX
SAN
TSN
ADI
LSI
WPC
AIRC
CPRT
REXR
EDF
TRU
NICE
BMEZ
BWXT
HRC
AOS
GLW
WTS
ICL
AAPL
TWNK
MNR
NI
COR
CACI
XYL
EVRG
O
CMI
SEIC
WAT
LLY
BSTZ
NDSN
CBZ
FMX
HAAC
PNW
RDS.B
BSX
KOF
SCI
THG
PCAR
WRB
JKHY
JPM
CUBE
MAS
MCY
OCSL
MFC
AWR
FDS
DWSH
SXT
MAA
DPZ
PSEC
WTRG
AZO
ROK
MA
TEL
KEYS
JCI
AIZ
SSNC
PACE
TRV
