Tckr
MTSI
AMYT
GGB
DKS
TPH
GTN
KELYA
SFE
TNDM
BCML
PACW
APLE
LGO
NAPA
MDC
NYC
MSB
SAIL
KVHI
HOG
NEO
HQI
UPLD
DOOO
NXST
CHDN
SBFG
SMIT
CRT
OCCI
LBPS
OXM
ZS
DRVN
ALLT
CAMT
LNTH
ACAD
FCCY
SRPT
PACK
VC
STMP
EBR.B
ACBI
KGC
PRA
NRIM
FCX
PESI
VNE
FISI
MRBK
BRID
IVA
ACNB
LILA
FGBI
QUOT
BKR
APEI
SENEA
PCB
CEVA
NWPX
MED
RXT
CIVB
BELFA
HLG
BCOV
TV
SHO
ULCC
INS
SAND
GDS
AUY
MTOR
SHBI
TOL
BGNE
BPMC
JACK
CHGG
AMNB
KE
THR
DISCK
APOG
SPFI
WWW
ESNT
PCRX
AMBC
AMKR
CEN
EZPW
CO
OLLI
NTCO
WSR
BRKS
FTCV
IRMD
HUBS
DHT
BV
AUDC
ROIC
GOOS
BKU
PPBI
SA
ACHC
POWL
AGMH
HCAT
RFIL
BLD
BSM
ARNA
VSAT
FANH
FRO
LXFR
UNIT
PLYM
ACCO
MOFG
VIH
PBIP
RDIB
FORR
RCII
UA
MOMO
MPB
MTZ
RAMP
STRA
WTFC
TRMR
MPLX
ECC
OFG
MYRG
HAYW
SPOT
FC
PBT
BIB
FNWB
CTLP
MGPI
EQBK
TREC
ISTR
TTSH
SNV
IESC
VWTR
KINS
LAMR
BEDU
HWBK
BRX
RDN
DSEY
GIFI
NEWT
USPH
HASI
JBI
HKIB
MBNKP
IIPR
PXD
VRNS
KAR
DCOM
AKU
IRDM
CSTE
SBCF
VCTR
PNNT
PAYA
GFF
AQUA
FRPT
CCJ
MLCO
SCM
BSRR
FIVN
PRIM
VBTX
QNST
FBNC
UNAM
LMNR
STFC
WBS
EXPE
FREE
CIG
XLRN
HST
OVLY
VTR
MAGS
SFST
VICR
CNOB
CPIX
PEN
ATEN
OCDX
MDRX
IRWD
BA
DAR
IBTX
HNGR
PRDO
BFIN
OKTA
SEM
WSTG
WAL
FFBC
VRTS
DAKT
MTCH
LOCO
SGA
NRGX
H
BSIG
ALNY
KLIC
ERII
FEYE
SUPN
BC
ATCO
TENB
CMO
DRI
UBOH
BL
TATT
WNC
IVZ
ORC
MELI
LIVN
PAHC
TXRH
EFC
LPX
NYMTN
MCFE
WB
CNQ
RVSB
PDCO
OXSQ
BRFS
FFIC
CORT
SAR
SAFE
SLCT
WING
FHN
CVCO
AMBP
NVRO
CSTR
SBNY
BH.A
EGBN
PODD
OFLX
DAPP
AEIS
ORRF
CBRL
AHH
AC
SRI
RMAX
PSTG
HSII
PFBC
ATRC
LOAN
BRBR
CLAR
UBA
SHYF
SRV
CMA
CSII
AUB
LSCC
ESRT
PXSAP
ONTO
ROLL
CCNE
COLB
VCRA
UG
SMPL
AGRO
ABTX
CRY
PUYI
XPER
SCS
IPAR
BWAY
PGC
UNM
AU
HLIT
MTEX
LCNB
DOOR
PCTY
BGS
HALO
NTUS
UHT
ALEX
SWKH
FND
GLP
FDUS
XPO
SBRA
AVAH
ASND
VG
BIS
BANR
AKO.B
AVNS
KMT
SSB
TTGT
VRS
LEVI
SU
TDC
ELF
ENTA
LAUR
ENSG
BHC
SITE
WEYS
GTES
MNRO
WD
SRDX
PBR
RCEL
MHK
RMR
KIM
LSEA
KBAL
WSM
PCG
NVST
UBP
WEX
SNFCA
PBFS
LAWS
UNB
FBMS
PLTK
WSC
AVAV
UEIC
NGVT
LMAT
PGTI
DXCM
GHG
OZK
COG
FNLC
MSBI
PNFP
GLOB
PLPC
MX
IBCP
CCBG
SIGA
JAMF
WSFS
LNDC
PPIH
SBS
HBI
CMCO
ALB
RCM
MODN
BCC
CLDR
URI
ON
STAR
TX
HTBI
GHLD
FF
SAM
HLIO
KMDA
FGB
NUVA
WH
ALLY
IBOC
WDC
BOCH
SQM
RILY
ATAX
EGRX
TWTR
IEC
ATHM
ECHO
JBT
MIXT
VIHAU
CFX
FNB
FRME
CDAY
CFG
RL
ASTE
CINR
WOR
AGO
MSGE
PWP
SYNH
NRC
KFS
PSX
VRT
HCSG
BCO
AVO
MAR
MBCN
DFS
COFS
HFWA
HWKN
ALKS
RDCM
RNST
TSBK
CHMG
PWOD
AGC
VEON
CIA
CNXC
TREX
CFFI
HTBK
HBNC
PBR.A
FRAF
MIDD
UCBI
BOX
SFNC
FCCO
NYMTP
CCMP
AX
HBT
ATH
GBLI
HWM
VNO
