Tckr
EXLS
HSIC
AVAL
XRAY
HIW
LOPE
CTVA
VNT
NWS
CHNG
DX
VSH
JBL
TTM
ST
SRCL
FN
FUL
REGN
OMC
OFC
MAN
PFLT
WBA
AXTA
BMI
CGNX
GOLF
GRFS
IDXX
CCU
WERN
CSGP
WCLD
USB
EPD
HOLX
LBTYA
MSCI
SWX
HEI
KMI
MUSA
NEM
AMP
EME
CW
FST
SSD
NLOK
